30002	25	14	41	29	10
#die
30003	45	21	61	29	10
#GREEN KOOPA
#walk
30020	205	191	221	218	60
30021	222	192	238	218	60
#bump
30022	239	202	255	218	60
30023	256	202	272	218	60
30024	273	202	289	218	60
30025	290	202	306	218	60
#dead
30026	152	202	168	218	60
#RED KOOPA
#walk
30030	205	163	221	190	60
30031	222	164	238	190	60
#bump
30032	239	174	255	190	60
30033	256	174	272	190	60
30034	273	174	289	190	60
30035	290	174	306	190	60
#dead
30036	152	202	168	218	60		
#BLOCK
#Pink
40001	919	137	935	153	40
40002	936	137	952	153	40
40003	953	137	969	153	40	
#BLUE
40004	970	137	986	153	40
40005	987	137	1003	153	40
40006	1004	137	1020	153	40
#GREEN
40007	919	188	935	204	40
40008	936	188	952	204	40
40009	953	188	969	204	40
#WHITE
40010	970	188	986	204	40
40011	987	188	1003	204	40
40012	1004	188	1020	204	40
#GROUND
40013	443	154	459	170	50
40014	460	154	466	170	50
40015	477	154	493	170	50
#Pipe
40020	0	16	32	32	30
40021	32	16	64	32	30	
#Cloud brick
40040	64	32	80	48	30	
#Wood  Brick
40041	1004	18	1020	34	40
#Brick
40042	1038	1	1054	17	40
40043	1055	1	1071	17	40
40044	1072	1	1088	17	40
40045	1089	1	1105	17	40
# ? Brick
40046	1140	1	1156	17	40
40047	1157	1	1173	17	40
40048	1174	1	1190	17	40
40049	1191	1	1207	17	40
#Invisible Brick
40000	350	200	366	216	10	

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#idle small 
400	10000	100
#idle BIG 
401	10020	100
#idle fire
402	10040	100
#idle raccoon
403	10060	100
#walk small
404	10000	100	10001	100	10002	100
#walk  big
405	10020	100	10021	100	10022	100
#walk fire 
406	10040	100	10041	100	10042	100
#walk raccoon
407	10060	100	10061	100	10062	100
#jump small
408	10003	200
#jump big
409	10023	200
#jump fire
410	10043	200
#jump raccoon
411	10063	200
#run small
412	10000	10	10001	10	10002	10
#run big
413	10020	10	10021	10	10022	10
#run fire
414	10040	10	10041	10	10042	10
#run raccoon
415	10060	10	10061	10	10062	10
#run full small
416	10004	100
#run full big
417	10024	10	10025	10	10026	10
#run full fire
418	10044	10	10045	10	10046	10
#run full raccoon
419	10064	10	10065	10	10066	10
#long jump small
420	10005	100
#long jump big
421	10027	100
#long jump fire
422	10047	100
#long jump raccoon
423	10067	100
#brake small 
424	10006	100
#brake big
425	10028	100
#brake fire
426	10048	100
#brake raccoon
427	10068	100
#kick shell small
428	10007	100
#kick shell big
429	10029	100
#kick shell fire
430	10049	100
#kick shell raccoon
431	10069	100
#hold shell small
432	10008	100
#hold shell big 
433	10030	100
#hold shell fire
434	10050	100
#hold shell raccoon
435	10070	100
#hold shell run small
436	10008	100	10009	100
#hold shell run big 
437	10030	100	10031	100	10032	100
#hold shell run fire
438	10050	100	10051	100	10052	100
#hold shell run raccoon
439	10070	100	10071	100	10072	100
#dodge big
440	10033	100
#dodge fire
441	10053	100
#dodge raccoon
442	10073	100
#die
599	10099	100





# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100
#=====Green Koopa=======
#walk
710	30020	100	30021	100
#Hiding
711	30022	100
#Bump
712	30022	100	30023	100	30024	100	30025	100
#dead
713	30026	100
#=====Red Koopa====
#walk
720	30030	100	30031	100
#hiding
721	30032	100
#bump
722	30032	100	30033	100	30034	100	30035	100
#DEAD 
723	30036	100

# ===BLOCK====
#pink
810	40001	100
811	40002	100
812	40003	100
#blue
813	40004	100
814	40005	100
815	40006	100
#green
816	40007	100
817	40008	100
818	40009	100
#White
819	40010	100
820	40011	100
821	40012	100
#Ground
805	40013	100
806	40014	100
807	40015	100
#Pipe
830	40020	100
831	40021	100
# ===BRICK===
#Cloud
840	40040	100
#wood
841	40041	100
#Brick
842	40042	100	40043	100	40044	100	40045	100
#? Brick
843	40046	100	40047	100	40048	100	40049	100
#Invisible brick
899	40000	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	599

# GOOMBA
3	701	702
#Green Koopa/Red Koopa
4	710	711	712	713	720	721	722	723
#Block
#pink
21	810
22	811
23	812		
#blue
24	813
25	814
26	815
#green
27	816
28	817
29	818
#white
30	819
31	820
32	821
#ground
15	805
16	806
17	807
#pipe
50	830
51	831
#Cloud brick
40	840
#wood brick
41	841
#Brick
42	842
#? Brick
43	843
#invisible brick
99	899

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type	type
# type: 0 = Mario , 1 = Brick, 2 = Goomba,3=KoopaTroopa,4= Ground,6 = Pipe,5 = block,7 = Invisible Brick
# MARIO
0	650.0	380	1
#Goombaa
#2	200	416	3
#2	530	416	3
#2	850	400	3
#2	896	440	3
#2	1000	440	3
#Ground
4	16.0	432	15
4	32	432	16
4	48	432	16
4	64	432	16
4	80	432	16
4	96	432	16
4	112	432	16
4	128	432	16
4	144	432	16
4	160	432	16
4	176	432	16
4	192	432	16
4	208	432	16
4	224	432	16
4	240	432	16
4	256	432	16
4	272	432	16
4	288	432	16
4	304	432	16
4	320	432	16
4	336	432	16
4	352	432	16
4	368	432	16
4	384	432	16
4	400	432	16
4	416	432	16
4	432	432	16
4	448	432	16
4	464	432	16
4	480	432	16
4	496	432	16
4	512	432	16
4	528	432	16
4	544	432	16
4	560	432	16
4	576	432	16
4	592	432	16
4	608	432	16
4	624	432	17
4	640	416	15
4	656	416	16
4	672	416	16
4	688	416	16
4	704	416	16
4	720	416	16
4	736	416	16
4	752	416	16
4	768	416	16
4	784	416	16
4	800	416	16
4	816	416	16
4	832	416	16
4	848	416	16
4	864	416	16
4	880	416	16
4	896	416	16
4	912	416	16
4	928	416	16
4	944	416	16
4	960	416	16
4	976	416	16
4	992	416	16
4	1008	416	16
4	1024	416	16
4	1040	416	16
4	1056	416	16
4	1072	416	16
4	1088	416	17
4	1168	432	15
4	1184	432	16
4	1200	432	16
4	1216	432	16
4	1232	432	16
4	1246	432	16
4	1264	432	16
4	1280	432	16
4	1296	432	16
4	1312	432	16
4	1328	432	16
4	1344	432	16
4	1360	432	16
4	1376	432	16
4	1392	432	16
4	1408	432	16
4	1424	432	16
4	1440	432	16
4	1456	432	16
4	1472	432	16
4	1488	432	16
4	1504	432	17
4	1532	432	15
4	1548	432	16
4	1564	432	16
4	1580	432	16
4	1596	432	16
4	1612	432	16
4	1628	432	17
4	1680	432	15
4	1696	432	16
4	1712	432	16
4	1728	432	16
4	1744	432	16
4	1760	432	16
4	1776	432	16
4	1792	432	16
4	1808	432	16
4	1824	432	16
4	1840	432	16
4	1856	432	16
4	1872	432	16
4	1888	432	16
4	1904	432	16
4	1920	432	16
4	1936	432	16
4	1952	432	16
4	1968	432	16
4	1984	432	16
4	2000	432	16
4	2016	432	16
4	2032	432	16
4	2048	432	16
4	2064	432	16
4	2080	432	16
4	2096	432	16
4	2112	432	16
4	2128	432	16
4	2144	432	16
4	2160	432	16
4	2176	432	16
4	2192	432	16
4	2208	432	16
4	2224	432	16
4	2240	432	17
4	2272	432	15
4	2288	432	16
4	2304	432	16
4	2320	432	16
4	2336	432	16
4	2352	432	16
4	2368	432	16
4	2384	432	16
4	2400	432	16
4	2416	432	16
4	2432	432	16
4	2448	432	16
4	2464	432	16
4	2480	432	16
4	2496	432	16
4	2512	432	16
4	2528	432	16
4	2544	432	16
4	2560	432	16
4	2576	432	16
4	2592	432	16
4	2608	432	16
4	2624	432	16
4	2640	432	16
4	2656	432	16
4	2672	432	16
4	2688	432	16
4	2704	432	16
4	2720	432	16
4	2736	432	16
4	2752	432	16
4	2768	432	16
4	2784	432	16
4	2800	432	16
4	2816	432	17



#Block Pink
5	256	384	21
5	272	384	22
5	288	384	23
5	480	352	21
5	496	352	22
5	512	352	22
5	528	352	23
5	1312	368	21
5	1328	368	22
5	1344	368	22
5	1360	368	22
5	1376	368	22
5	1392	368	22
5	1408	368	23
5	2160	383	21
5	2176	383	22
5	2192	383	23
5	1328	160	21
5	1344	160	22
5	1360	160	22
5	1376	160	23
#Block Blue
5	288	352	24
5	303	352	25
5	320	352	26
5	1344	336	24
5	1360	336	25
5	1376	336	25
5	1392	336	25
5	1408	336	25
5	1424	336	25
5	1440	336	26
#Block Green
5	416	384	27
5	432	384	28
5	448	384	28
5	464	384	28
5	480	384	29
5	528	400	27
5	544	400	28
5	560	400	28
5	576	400	28
5	592	400	28
5	608	400	29
5	1280	400	27
5	1296	400	28
5	1312	400	28
5	1328	400	28
5	1344	400	28
5	1360	400	28
5	1376	400	29
5	2192	288	27
5	2208	288	28
5	2224	288	29
#Block White
5	528	320	30
5	544	320	31
5	560	320	31
5	576	320	32
#pipe
6	368	384	50
6	368	400	51
6	368	416	51
6	1808	400	50
6	1808	416	51
6	1872	384	50
6	1872	400	51
6	1872	416	51
6	2272	128	50
6	2272	144	51	
6	2272	160	51
6	2272	176	51
6	2272	192	51
6	2272	208	51
6	2272	224	51
6	2272	240	51
6	2272	272	51
6	2272	288	51
6	2272	304	51
6	2272	400	51
6	2272	416	51
6	2336	400	50
6	2336	416	51
#cloud brick
1	1424	208	40
1	1440	208	40
1	1456	208	40
1	1472	208	40
1	1504	192	40
1	1520	192	40
1	1536	192	40
1	1552	192	40
1	1568	192	40
1	1584	192	40
1	1600	192	40
1	1616	192	40
1	1632	192	40
1	1648	192	40
1	1680	192	40
1	1664	192	40
1	1680	192	40	
1	1696	192	40
#wood brick
1	1520	352	41
1	1536	352	41
1	1584	416	41
1	1600	416	41
1	1616	416	41
1	1600	400	41
1	1616	400	41
1	1616	384	41
1	1680	384	41
1	1680	400	41
1	1696	400	41
1	1680	416	41
1	1696	416	41
1	1712	416	41
1	2272	384	41
1	2288	384	41
1	2272	320	41
1	2288	320	41
# ? Brick
1	192	368	43
1	208	368	43
1	240	320	43
1	256	320	43
1	432	336	43
1	672	400	43
1	720	360	43
1	1488	384	43
# Brick
1	1456	144	42
1	1968	416	42
1	1984	416	42
1	2000	416	42
1	2016	416	42
1	2032	416	42
1	2048	416	42
1	2064	416	42
1	1984	400	42
1	2000	400	42
1	2016	400	42
1	2032	400	42
1	2048	400	42
1	2064	400	42
1	2000	384	42
1	2016	384	42
1	2032	384	42
1	2048	384	42
1	2112	400	42
1	2112	416	42
1	2128	416	42
#Invisible Brick
7	630	416	99	0
7	388	416	99	0
7	518	390	99	1
7	620	386	99	1
7	2090	384	99	1
7	2136	384	99	1
7	2240	416	99	0
7	1904	416	99	0
#Green Koopa
3	580.0	350	4	0
3	2112	370	4	0
	
